prompt_id,layer,ctx,kv_head,k_kind,rel,bit_class,abs_delta_k,ek_bin,n_queries,max_es_u0,max_es_future,max_es_lifetime,future_amplified,gain_u0,gain_p50,n_es_nonfinite,fail_s_L1,fail_s_L2,fail_s_L16,fail_s_Lfull
seq_0006,4,256,4,numeric,0.01,,0.007382812600000001,"[0.001,0.01)",16,0.0009872913360595703,0.0021255016326904297,0.0021255016326904297,True,0.1337283484516242,0.10960492988283328,0,True,True,True,True
seq_0006,4,256,4,numeric,0.1,,0.07382812600000001,"[0.01,0.1)",16,0.009378910064697266,0.020192861557006836,0.020192861557006836,True,0.12703708698457586,0.10412791277468768,0,True,True,True,True
seq_0006,4,256,4,bitflip,,sign,1.4765625,"[1,10)",16,0.18658995628356934,0.40172886848449707,0.40172886848449707,True,0.12636780108085024,0.10358005099819373,0,True,True,True,True
seq_0006,4,256,4,bitflip,,exponent,2.512240912033491e+38,"[10,inf)",16,,2.9491389224672067e+37,2.9491389224672067e+37,False,,0.08286407511070291,4,True,True,True,True
seq_0006,4,256,4,bitflip,,mantissa,0.00390625,"[0.001,0.01)",16,0.0004937648773193359,0.0010628700256347656,0.0010628700256347656,True,0.1264038085613906,0.10357666012973436,0,True,True,True,True
seq_0007,18,64,7,numeric,1e-06,,4.9687500099999995e-06,"[1e-06,1e-05)",16,0.0,0.0,0.0,False,0.0,0.0,0,False,False,False,False
seq_0007,18,64,7,numeric,1e-05,,4.9687500100000007e-05,"[1e-05,0.0001)",16,0.0,0.0,0.0,False,0.0,0.0,0,False,False,False,False
seq_0007,18,64,7,numeric,0.0001,,0.000496875001,"[0.0001,0.001)",16,0.0,0.0,0.0,False,0.0,0.0,0,False,False,False,False
seq_0007,18,64,7,numeric,0.001,,0.00496875001,"[0.001,0.01)",16,0.0,0.0,0.0,False,0.0,0.0,0,False,False,False,False
seq_0007,18,64,7,numeric,0.01,,0.049687500100000004,"[0.01,0.1)",16,0.014328598976135254,0.016572952270507812,0.016572952270507812,True,0.2883743184303788,0.2675278376293475,0,True,True,True,True
seq_0007,18,64,7,numeric,0.1,,0.49687500100000004,"[0.1,1)",16,0.11462867259979248,0.1325826644897461,0.1325826644897461,True,0.23069921483041522,0.2140222701073546,0,True,True,True,True
